Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,21,Cincinnati,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,22,Colorado Springs,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,23,Fort Benning,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,24,Corpus Christi,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,25,Dayton Area,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,26,Dyess,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,27,Edwards,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,28,Elizabeth City,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,29,Ellsworth,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,30,Everett,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,31,Fairbanks,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,32,Fallon,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,34,Fort Campbell,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,35,Fort Eustis,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,36,Fort Lauderdale,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,37,Fort Rucker,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,38,Fort Walton Beach,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,39,Fort Worth,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,40,Geilenkirchen,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,43,Great Falls,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,44,Greensboro,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,45,Greenville,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,46,Hartford,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,47,Holloman,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,48,Honolulu,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,49,Houston,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,50,Huntsville,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,51,Hurlburt Field,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,52,Incirlik,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,53,Indianapolis,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,54,Inland Empire,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,57,Jacksonville,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,58,Kaneohe,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,59,Katterbach,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,60,Keesler,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,62,Kuwait,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,63,Lajes Field,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,64,Lakenheath,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,65,Langley,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,66,Las Vegas,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,67,Laughlin,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,68,Lemoore,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,69,Little Rock,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,70,Los Angeles,15320,0,0,0,,,0,,,0,0,1,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,71,Louisville,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,72,Luke,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,73,Mather,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,74,NS Mayport,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,75,McConnell,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,76,McGuire,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,77,Memphis,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,78,Miami,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,79,Mildenhall,15320,0,0,0,,,0,,,0,0,0,0,0
