Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2004,127909,Red Rocks Community College,00954300,1,Red Rocks Community College,7484,0,22,2
2004,127918,Regis University,00136300,1,Northwest Denver Campus,11801,0,0,0
2004,127945,Rocky Mountain College of Art and Design,00764900,1,Rocky Mountain College of Art + Design,458,0,0,1
2004,436261,Southwest Acupuncture College-Boulder,02622002,1,Boulder Campus,123,0,0,0
2004,126605,Spartan College of Aeronautics and Technology,00729700,1,Main Campus,761,0,0,0
2004,126915,Technical College of the Rockies,02156200,1,Main Campus,1379,0,0,0
2004,443289,Tigi Hairdressing Academy-Colorado Springs,03670300,1,Main Campus Colorado Springs,80,0,0,0
2004,128258,Trinidad State College,00136800,1,Trinidad Campus,2106,0,0,2
2004,128258,Trinidad State College,00136800,2,Valley Campus,2106,0,0,0
2004,126614,University of Colorado Boulder,00137000,1,Main Campus,32362,3,52,304
2004,126580,University of Colorado Colorado Springs,00450900,1,University of Colorado Colorado Springs,9039,0,14,104
2004,126562,University of Colorado Denver/Anschutz Medical Campus,00450800,1,University of Colorado Denver - Downtown,16610,1,9,0
2004,126562,University of Colorado Denver/Anschutz Medical Campus,00450800,3,CU Denver - Anschutz Medical Campus,16610,2,2,0
2004,127060,University of Denver,00137100,1,University Park Campus,9808,0,0,2
2004,127741,University of Northern Colorado,00134900,1,Main Campus,13156,0,28,206
2004,179894,Webster University,00252100,10,Colorado Springs Metropolitan Campus,19038,0,0,0
2004,128391,Western Colorado University,00137200,1,Main Campus,2301,2,34,23
2005,449454,Academy of Natural Therapy Inc,04093300,1,Main Campus,,0,0,0
2005,126182,Adams State University,00134500,1,Adams State University,9157,0,18,62
2005,126207,Aims Community College,00758200,1,Greeley Campus,4455,0,0,0
2005,126207,Aims Community College,00758200,2,Aims Community College - Loveland Campus,4455,0,0,0
2005,126207,Aims Community College,00758200,3,Aims Community College - Fort Lupton Campus,4455,0,0,0
2005,126289,Arapahoe Community College,00134600,1,Arapahoe Community College,7132,1,0,1
2005,372356,Avalon Institute-Aurora,03027400,1,Avalon institute-Aurora,120,0,0,0
2005,126359,Bel-Rea Institute of Animal Technology,01267000,1,Main Campus,670,0,0,0
2005,381699,Cheeks Beauty Academy,02211901,1,BRANCH CAMPUS,58,0,0,0
2005,126669,Colorado Christian University,00940100,1,Lakewood Main Campus,2122,0,0,0
2005,126678,Colorado College,00134700,1,Colorado College,2016,0,0,0
2005,443632,Colorado Media School,03068201,1,Colorado Media School,162,0,0,0
2005,127556,Colorado Mesa University,00135800,1,Colorado Mesa University - Main Campus,6062,0,11,20
2005,127556,Colorado Mesa University,00135800,2,Colorado Mesa University - Montrose Campus,6062,0,0,0
2005,127556,Colorado Mesa University,00135800,3,Colorado Mesa University - WCCC Campus,6062,0,0,0
2005,126711,Colorado Mountain College,00450600,1,Colorado Mountain College,5682,0,4,4
2005,126748,Colorado Northwestern Community College,00135900,1,Colorado Northwestern Community College,1518,0,0,16
2005,381732,Colorado School of Healing Arts,03584400,1,Colorado School of Healing Arts,241,0,0,0
2005,126775,Colorado School of Mines,00134800,1,Main Campus,4318,2,8,12
2005,126784,Colorado School of Trades,01157200,1,Main Campus,125,0,0,0
2005,381352,Colorado School of Traditional Chinese Medicine,03686300,1,Main Campus,118,0,0,0
2005,128106,Colorado State University Pueblo,00136500,1,Colorado State University Pueblo,5870,0,7,55
2005,126818,Colorado State University-Fort Collins,00135000,1,Main Campus,27780,5,43,218
2005,126827,Colorado Technical University-Colorado Springs,01014800,1,Main Campus,2316,0,0,0
2005,177065,Columbia College,00245600,6,Columbia College @ Denver,11792,0,0,0
2005,126863,Community College of Aurora,02276900,1,CentreTech Campus,5477,0,0,0
2005,126942,Community College of Denver,00954200,1,Community College of Denver,8909,2,6,0
2005,126942,Community College of Denver,00954200,2,CCD Lowry,8909,0,0,0
2005,126687,Concorde Career College-Aurora,00887100,1,Concorde Career College,503,0,0,0
2005,126979,Denver Seminary,00135200,1,Main Campus,851,0,0,0
2005,127158,Emily Griffith Technical College,00559600,1,Main Campus,4192,0,0,0
2005,447166,Empire Beauty School-Littleton,02173206,1,Empire Beauty School - LITTLETON- CO,74,0,0,0
2005,128337,Empire Beauty School-Thornton,00757306,1,Empire Beauty School - Thornton- CO,77,0,0,0
2005,127185,Fort Lewis College,00135300,1,Main Campus,3946,0,19,108
2005,127200,Front Range Community College,00793300,1,Westminster Campus,14957,0,0,0
2005,127200,Front Range Community College,00793300,2,Larimer Campus,14957,0,0,0
2005,127200,Front Range Community College,00793300,3,Boulder County Campus,14957,0,0,0
2005,372329,IBMC College,03006300,1,Main Campus,395,0,0,0
2005,127273,Iliff School of Theology,00135400,1,Main Campus,321,0,0,0
2005,128179,Intellitec College-Colorado Springs,02253700,1,IntelliTec College - Colorado Springs,515,0,0,0
2005,128188,Intellitec College-Grand Junction,03066900,1,INTELLITEC COLLEGE-GRAND JUNCTION,486,0,0,0
